district_id,feature,raw_value,bras_raw_value,coordinate_difference
01,street_density_km_km2,22.88347379285688,18.55686266447504,0.7057542803758367
02,street_density_km_km2,19.496300699071348,18.55686266447504,0.16630642768563503
03,street_density_km_km2,6.396344535462436,18.55686266447504,-3.586816040376718
04,street_density_km_km2,23.224739294345703,18.55686266447504,0.7556043115418979
05,street_density_km_km2,22.84621670264093,18.55686266447504,0.7002670376050423
06,street_density_km_km2,15.858794750394877,18.55686266447504,-0.5290933708605418
07,street_density_km_km2,20.280280944597823,18.55686266447504,0.2990695065783386
08,street_density_km_km2,15.154092704359762,18.55686266447504,-0.6821603459949389
09,street_density_km_km2,17.872954579061876,18.55686266447504,-0.12645475992733063
10,street_density_km_km2,18.55686266447504,18.55686266447504,0.0
11,street_density_km_km2,13.71913743896666,18.55686266447504,-1.0171599861452278
12,street_density_km_km2,15.85677131826638,18.55686266447504,-0.529523065150382
13,street_density_km_km2,13.01005741964246,18.55686266447504,-1.1958723863766265
14,street_density_km_km2,17.494992323686024,18.55686266447504,-0.1984325523922334
15,street_density_km_km2,18.978643717327923,18.55686266447504,0.07568441787421125
16,street_density_km_km2,15.439418083216488,18.55686266447504,-0.6193448078727709
17,street_density_km_km2,21.08100208623864,18.55686266447504,0.42947172038376513
18,street_density_km_km2,16.678551456232498,18.55686266447504,-0.35937135846199014
19,street_density_km_km2,22.74588880077275,18.55686266447504,0.6854460825715464
20,street_density_km_km2,21.52131415693004,18.55686266447504,0.49908406340800443
21,street_density_km_km2,20.33221244081116,18.55686266447504,0.30768172083902967
22,street_density_km_km2,23.74190149822132,18.55686266447504,0.8297691814514695
23,street_density_km_km2,14.047567563339408,18.55686266447504,-0.937492282211198
24,street_density_km_km2,19.57059513371955,18.55686266447504,0.17911472230517222
25,street_density_km_km2,14.871001051749012,18.55686266447504,-0.7456640370376332
26,street_density_km_km2,19.36517391564653,18.55686266447504,0.14358073195841145
27,street_density_km_km2,14.917462470677185,18.55686266447504,-0.735159228878789
28,street_density_km_km2,17.83544753119921,18.55686266447504,-0.13352910163114023
29,street_density_km_km2,21.192185930919496,18.55686266447504,0.4471859020962252
30,street_density_km_km2,7.822094482338741,18.55686266447504,-2.9091794528716486
31,street_density_km_km2,16.736755887354054,18.55686266447504,-0.34763983440161145
32,street_density_km_km2,20.132919321513118,18.55686266447504,0.2745107437127442
33,street_density_km_km2,13.539738149482645,18.55686266447504,-1.061486385934122
34,street_density_km_km2,17.69322919111755,18.55686266447504,-0.1604892513854692
35,street_density_km_km2,22.06075861132324,18.55686266447504,0.5824530340431693
36,street_density_km_km2,22.08143072424673,18.55686266447504,0.5856071266378166
37,street_density_km_km2,21.433082447902475,18.55686266447504,0.4852496392424302
38,street_density_km_km2,21.484834627907198,18.55686266447504,0.4933710902805415
39,street_density_km_km2,20.749453007878586,18.55686266447504,0.37608813514213824
40,street_density_km_km2,18.580496015152804,18.55686266447504,0.004286055132447855
41,street_density_km_km2,16.360671525219626,18.55686266447504,-0.4241736097510563
42,street_density_km_km2,10.464478751213132,18.55686266447504,-1.9291087105136926
43,street_density_km_km2,11.11715513214994,18.55686266447504,-1.7253625484946908
44,street_density_km_km2,18.274284078416294,18.55686266447504,-0.05167445869635828
45,street_density_km_km2,17.369478118496197,18.55686266447504,-0.22267938928332437
46,street_density_km_km2,13.479829574656057,18.55686266447504,-1.076419648830057
47,street_density_km_km2,11.642897495531544,18.55686266447504,-1.5697586834776693
48,street_density_km_km2,17.796198789416156,18.55686266447504,-0.1409478977000193
49,street_density_km_km2,18.617030640984037,18.55686266447504,0.010901120611466055
50,street_density_km_km2,21.94726572498476,18.55686266447504,0.5650837811162902
51,street_density_km_km2,11.732588089490935,18.55686266447504,-1.5439163457724496
52,street_density_km_km2,1.4317130476289186,18.55686266447504,-8.627542651639938
53,street_density_km_km2,16.925931451741445,18.55686266447504,-0.3097899781511954
54,street_density_km_km2,17.742012897198855,18.55686266447504,-0.151217045461647
55,street_density_km_km2,4.246274642623996,18.55686266447504,-4.966447436659514
56,street_density_km_km2,19.60680361869609,18.55686266447504,0.18533942033352435
57,street_density_km_km2,9.290180249865406,18.55686266447504,-2.3299428496203256
58,street_density_km_km2,11.853135283422311,18.55686266447504,-1.509492840300242
59,street_density_km_km2,19.896800791430827,18.55686266447504,0.23478281144057278
60,street_density_km_km2,21.027357814213914,18.55686266447504,0.42089149546587534
61,street_density_km_km2,8.085625455240582,18.55686266447504,-2.7975941824052186
62,street_density_km_km2,20.427937893148727,18.55686266447504,0.3234991484681464
63,street_density_km_km2,17.54865500938028,18.55686266447504,-0.18811903393339036
64,street_density_km_km2,24.17712029075817,18.55686266447504,0.8909415146499432
65,street_density_km_km2,13.72098837453684,18.55686266447504,-1.0167056799999774
66,street_density_km_km2,32.06462581092041,18.55686266447504,1.8417566719472243
67,street_density_km_km2,22.97835864560313,18.55686266447504,0.7196887201187497
68,street_density_km_km2,20.37034379631743,18.55686266447504,0.31399135375658593
69,street_density_km_km2,20.859929745077675,18.55686266447504,0.3939704605707512
70,street_density_km_km2,16.349955677728808,18.55686266447504,-0.42637999362984974
71,street_density_km_km2,17.607900184960908,18.55686266447504,-0.17676917417600585
72,street_density_km_km2,21.117508647483447,18.55686266447504,0.43529834873891704
73,street_density_km_km2,21.21323024563036,18.55686266447504,0.4505282903874121
74,street_density_km_km2,19.10176247636487,18.55686266447504,0.09745988989937837
75,street_density_km_km2,18.65294874318901,18.55686266447504,0.01739191379424235
76,street_density_km_km2,24.613236790399476,18.55686266447504,0.9511452579734
77,street_density_km_km2,21.06502224146761,18.55686266447504,0.42691808215601307
78,street_density_km_km2,29.676075186173385,18.55686266447504,1.5810674309606287
79,street_density_km_km2,12.626560302824466,18.55686266447504,-1.2966298393369913
80,street_density_km_km2,19.790557303106763,18.55686266447504,0.21675285918176734
81,street_density_km_km2,7.006066465750868,18.55686266447504,-3.2802019043104913
82,street_density_km_km2,19.406842790662477,18.55686266447504,0.15081903829155327
83,street_density_km_km2,16.250829598830677,18.55686266447504,-0.44685879868612643
84,street_density_km_km2,22.51437674449024,18.55686266447504,0.6509949336433581
85,street_density_km_km2,22.11031160963256,18.55686266447504,0.5900087496916095
86,street_density_km_km2,16.90277697336821,18.55686266447504,-0.31439989466298196
87,street_density_km_km2,25.27775666177468,18.55686266447504,1.0408581614162393
88,street_density_km_km2,15.036785397680935,18.55686266447504,-0.7083298150909502
89,street_density_km_km2,20.73851950791249,18.55686266447504,0.3743132084776954
90,street_density_km_km2,21.34253604168917,18.55686266447504,0.4709929403789734
91,street_density_km_km2,22.54766231455377,18.55686266447504,0.6559698827935719
92,street_density_km_km2,23.733549622061638,18.55686266447504,0.8285843451333909
93,street_density_km_km2,19.85565155398819,18.55686266447504,0.22781106749008073
94,street_density_km_km2,18.825034281562072,18.55686266447504,0.04831726385673457
95,street_density_km_km2,18.29187722216612,18.55686266447504,-0.04843399230443372
96,street_density_km_km2,21.817949906090607,18.55686266447504,0.5451831315059668
01,intersection_density_proxy_5m_km2,118.72913909338112,67.23109704167494,1.1859067429720218
02,intersection_density_proxy_5m_km2,104.14052179053442,67.23109704167494,0.9125214456633479
03,intersection_density_proxy_5m_km2,27.040901630521784,67.23109704167494,-1.8992255944699383
04,intersection_density_proxy_5m_km2,157.36562865316228,67.23109704167494,1.7733816208176263
05,intersection_density_proxy_5m_km2,129.6077025224814,67.23109704167494,1.3687163262540656
06,intersection_density_proxy_5m_km2,68.8522786676958,67.23109704167494,0.049686417423467355
07,intersection_density_proxy_5m_km2,54.824789507508285,67.23109704167494,-0.42537968178609975
08,intersection_density_proxy_5m_km2,71.4533867562539,67.23109704167494,0.12701205172686014
09,intersection_density_proxy_5m_km2,75.85424922225118,67.23109704167494,0.2516448459725009
10,intersection_density_proxy_5m_km2,67.23109704167494,67.23109704167494,0.0
11,intersection_density_proxy_5m_km2,96.2222378510558,67.23109704167494,0.7476175739500422
12,intersection_density_proxy_5m_km2,89.52892977639927,67.23109704167494,0.5972729603822787
13,intersection_density_proxy_5m_km2,90.49010687701978,67.23109704167494,0.6195408801106573
14,intersection_density_proxy_5m_km2,83.83922195673982,67.23109704167494,0.4603528699653526
15,intersection_density_proxy_5m_km2,115.02910579827096,67.23109704167494,1.11988826532245
16,intersection_density_proxy_5m_km2,82.17524082321403,67.23109704167494,0.41854985982390014
17,intersection_density_proxy_5m_km2,126.4808035049783,67.23109704167494,1.3177907570739742
18,intersection_density_proxy_5m_km2,97.50012040800436,67.23109704167494,0.7751286787966528
19,intersection_density_proxy_5m_km2,144.41921421210688,67.23109704167494,1.5943584467734802
20,intersection_density_proxy_5m_km2,138.71287612889407,67.23109704167494,1.5102929556248423
21,intersection_density_proxy_5m_km2,121.47675676669618,67.23109704167494,1.233613744191369
22,intersection_density_proxy_5m_km2,158.85919046946438,67.23109704167494,1.7930795701743276
23,intersection_density_proxy_5m_km2,83.28470056562566,67.23109704167494,0.446514918106322
24,intersection_density_proxy_5m_km2,113.96890299868876,67.23109704167494,1.10057966106354
25,intersection_density_proxy_5m_km2,83.02846135356273,67.23109704167494,0.440089374853581
26,intersection_density_proxy_5m_km2,70.24807514062043,67.23109704167494,0.09153675609421075
27,intersection_density_proxy_5m_km2,90.26656610832856,67.23109704167494,0.6143832147577878
28,intersection_density_proxy_5m_km2,105.47063233368908,67.23109704167494,0.9389863125481825
29,intersection_density_proxy_5m_km2,139.52482116607158,67.23109704167494,1.522463287796796
30,intersection_density_proxy_5m_km2,38.91084268651481,67.23109704167494,-1.1403523006841183
31,intersection_density_proxy_5m_km2,91.402470937527,67.23109704167494,0.6404601908776196
32,intersection_density_proxy_5m_km2,93.4054534069243,67.23109704167494,0.6856628623848877
33,intersection_density_proxy_5m_km2,71.90185823970202,67.23109704167494,0.1400591279781973
34,intersection_density_proxy_5m_km2,97.336310763836,67.23109704167494,0.7716222910404767
35,intersection_density_proxy_5m_km2,131.26355403157743,67.23109704167494,1.3951886172755084
36,intersection_density_proxy_5m_km2,140.84356914965724,67.23109704167494,1.5420800126683316
37,intersection_density_proxy_5m_km2,118.8569839560554,67.23109704167494,1.1881508976642188
38,intersection_density_proxy_5m_km2,121.21339506919284,67.23109704167494,1.2290879878588776
39,intersection_density_proxy_5m_km2,134.7800986562526,67.23109704167494,1.4503174837886645
40,intersection_density_proxy_5m_km2,89.84036654714707,67.23109704167494,0.6045141973099663
41,intersection_density_proxy_5m_km2,80.92374772973005,67.23109704167494,0.38654792392147963
42,intersection_density_proxy_5m_km2,48.87778419854156,67.23109704167494,-0.6648083168752186
43,intersection_density_proxy_5m_km2,60.33445909235797,67.23109704167494,-0.2256930589839753
44,intersection_density_proxy_5m_km2,107.33996195616032,67.23109704167494,0.975621156983122
45,intersection_density_proxy_5m_km2,80.01829904087865,67.23109704167494,0.3630846049887498
