city_id,district_id,unit_id,family,feature,value,unit,numerator,denominator,source_entities,status,strict_cross_city_accepted,method
CHI,01,CHI:01,U1,land_use_entropy_cmap_area8,0.5994296493204544,index,,,1434.0,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_residential,0.6327268941084289,fraction,2104534.267921195,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_commercial,0.09849481023893242,fraction,327606.91111812706,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_institutional,0.0979788450386402,fraction,325890.7418590348,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_industrial,0.060649097310410266,fraction,201727.0085983931,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_transport_utilities,0.046741683460349334,fraction,155469.09021662857,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_agriculture,0.0,fraction,0.0,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_open_space,0.0601200611885993,fraction,199967.36370628185,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,land_use_share_vacant_construction,0.0032886086546397102,fraction,10938.352189413108,3326133.735609073,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,01,CHI:01,U1,lui_ambiguous_gross,9.189644035587267e-06,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,01,CHI:01,U1,lui_coverage_gross,0.998935101579371,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,01,CHI:01,U1,lui_overlap_gross,1.0733174358291518e-05,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,01,CHI:01,U1,lui_classified_land,0.6989649128313821,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,01,CHI:01,U1,lui_secondary_use_area_fraction,0.0017508312478524911,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,02,CHI:02,U1,land_use_entropy_cmap_area8,0.5237582226902968,index,,,2245.0,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_residential,0.6607933793583011,fraction,4344929.9861259,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_commercial,0.09948594206249897,fraction,654152.2151524953,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_institutional,0.1019582876343645,fraction,670408.6861566326,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_industrial,0.002032455176062189,fraction,13364.049513488011,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_transport_utilities,0.013690171080367962,fraction,90017.29844819022,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_agriculture,0.0,fraction,0.0,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_open_space,0.11569812615286312,fraction,760752.5640591714,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,land_use_share_vacant_construction,0.006341638535542128,fraction,41698.32249379723,6575323.1219496755,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,02,CHI:02,U1,lui_ambiguous_gross,5.2007163088345655e-09,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,02,CHI:02,U1,lui_coverage_gross,0.9999999900797868,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,02,CHI:02,U1,lui_overlap_gross,1.207962151620327e-08,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,02,CHI:02,U1,lui_classified_land,0.7195851519724427,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,02,CHI:02,U1,lui_secondary_use_area_fraction,0.0024528896151045014,fraction,,,,diagnostic,False,Source coverage diagnostic
CHI,03,CHI:03,U1,land_use_entropy_cmap_area8,0.5817337140126316,index,,,1165.0,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_residential,0.5368805336814169,fraction,1819718.3769567448,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_commercial,0.10780052507920732,fraction,365382.2111729322,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_institutional,0.28273717879001625,fraction,958317.5544941644,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_industrial,0.008680692578901077,fraction,29422.589979602177,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_transport_utilities,0.0271437091116278,fraction,92001.67111759639,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_agriculture,0.0,fraction,0.0,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_open_space,0.02972687774655364,fraction,100757.13744735936,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,land_use_share_vacant_construction,0.007030483012277152,fraction,23829.322044137596,3389428.8632125366,,local_source_exploratory,False,"CMAP 2023 primary LANDUSE; eight broad groups; within-category union on land, conflicting-category overlap excluded; excludes water,6000,9999; secondary uses not split"
CHI,03,CHI:03,U1,lui_ambiguous_gross,5.000168449449525e-07,fraction,,,,diagnostic,False,Source coverage diagnostic
